,Kingdom,Phylum,Class,Order,Family,Genus,Species,KOK17031_Con_20um_A,KOK17031_Con_20um_B,KOK17031_Con_20um_C,KOK17031_Part_20um_A,KOK17031_Part_20um_B,KOK17031_Part_20um_C,KOK17031_Con_2um_A,KOK17031_Con_2um_B,KOK17031_Con_2um_C,KOK17031_Part_2um_A,KOK17031_Part_2um_B,KOK17031_Part_2um_C,KOK17031_Con_0point2um_A,KOK17031_Con_0point2um_B,KOK17031_Con_0point2um_C,KOK17031_Part_0point2um_A,KOK17031_Part_0point2um_B,KOK17031_Part_0point2um_C,KOK17032_Con_20um_A,KOK17032_Con_20um_B,KOK17032_Con_20um_C,KOK17032_Part_20um_A,KOK17032_Part_20um_B,KOK17032_Part_20um_C,KOK17032_Con_2um_A,KOK17032_Con_2um_B,KOK17032_Con_2um_C,KOK17032_Part_2um_A,KOK17032_Part_2um_B,KOK17032_Part_2um_C,KOK17032_Con_0point2um_A,KOK17032_Con_0point2um_B,KOK17032_Con_0point2um_C,KOK17032_Part_0point2um_A,KOK17032_Part_0point2um_B,KOK17032_Part_0point2um_C,HOT291_Con_20um_A,HOT291_Con_20um_B,HOT291_Con_20um_C,HOT291_Part_20um_A,HOT291_Part_20um_B,HOT291_Part_20um_C,HOT291_Con_2um_A,HOT291_Con_2um_B,HOT291_Con_2um_C,HOT291_Part_2um_A,HOT291_Part_2um_B,HOT291_Part_2um_C,HOT291_Con_0point2um_A,HOT291_Con_0point2um_B,HOT291_Con_0point2um_C,HOT291_Part_0point2um_A,HOT291_Part_0point2um_B,HOT291_Part_0point2um_C,HOT292_Con_20um_A,HOT292_Con_20um_B,HOT292_Con_20um_C,HOT292_Part_20um_A,HOT292_Part_20um_B,HOT292_Part_20um_C,HOT292_Con_2um_A,HOT292_Con_2um_B,HOT292_Con_2um_C,HOT292_Part_2um_A,HOT292_Part_2um_B,HOT292_Part_2um_C,HOT292_Con_0point2um_A,HOT292_Con_0point2um_B,HOT292_Con_0point2um_C,HOT292_Part_0point2um_A,HOT292_Part_0point2um_B,HOT292_Part_0point2um_C
ASV_29,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA,0.01027933,0.003463687,0,0.001452514,0.00122905,0.003798883,0.021675978,0.016312849,0.017765363,0.009497207,0.006927374,0.009385475,0.008715084,0.007150838,0.007150838,0.006145251,0.006256983,0.005698324,0.004692737,0.002346369,0.01150838,0.000446927,0.00122905,0.000446927,0.017653631,0.014748603,0.004692737,0.001675978,0.001005587,0.002681564,0.006927374,0.007486034,0.006927374,0.003687151,0.003240223,0.004469274,0,0.00122905,0,0,0,0,0.001117318,0.001787709,0.000670391,0,0,0,0.000446927,0.000782123,0.001117318,0.000111732,0,0.000335196,0,0,0,0,0,0,0,0.000335196,0,0,0.000111732,0,0.000111732,0,0,0.000111732,0.000223464,0
ASV_30,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,0,0,0,0.001899441,0.000111732,0.000335196,0.005139665,0.00301676,0.001005587,0.002681564,0.001564246,0.002346369,0.003351955,0.004804469,0.00424581,0.00301676,0.003910615,0.004022346,0.001452514,0.000558659,0.002011173,0,0.000223464,0.000111732,0.001452514,0.003128492,0.001452514,0.000223464,0.000223464,0.000446927,0.003575419,0.004134078,0.002905028,0.001452514,0.000670391,0.001117318,0,0,0.000111732,0.000223464,0.000111732,0.000111732,0.00424581,0.003798883,0.002122905,0.000223464,0,0.000111732,0.005251397,0.002011173,0.004916201,0.000223464,0.000335196,0,0.000558659,0.001340782,0,0,0,0.000111732,0.005586592,0.020446927,0.00726257,0.000893855,0.000782123,0.000893855,0.00972067,0.012402235,0.013854749,0.003687151,0.001899441,0.003351955
ASV_31,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0.000670391,0.001564246,0.007486034,0.001564246,0,0.000558659,0.00301676,0.001899441,0.001117318,0.002793296,0.002011173,0.00301676,0.007821229,0.008826816,0.008156425,0.005586592,0.004692737,0.006368715,0.003240223,0.000893855,0.000893855,0.000223464,0.000335196,0.000111732,0.003687151,0.003687151,0.00424581,0.000782123,0.000223464,0.000670391,0.008379888,0.009497207,0.01027933,0.00547486,0.003128492,0.00424581,0.000446927,0,0.004804469,0,0,0.000111732,0.00122905,0.001452514,0.002011173,0,0,0.000111732,0.004022346,0.004581006,0.00547486,0.000670391,0.000223464,0.000335196,0.003240223,0.000335196,0.000782123,0,0,0,0.000782123,0.001564246,0.002011173,0.000223464,0.000111732,0.000223464,0.003463687,0.002569832,0.002569832,0.000670391,0.001340782,0.000558659
ASV_32,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0.000335196,0,0,0.000558659,0,0.000558659,0.003128492,0.003463687,0.002011173,0.003687151,0.001675978,0.004022346,0.007597765,0.009608939,0.009273743,0.008938547,0.010167598,0.009050279,0.003798883,0.000670391,0.002011173,0.000111732,0.000223464,0.000111732,0.00122905,0.002569832,0.002346369,0.001117318,0.000335196,0.000782123,0.011396648,0.011173184,0.01273743,0.003128492,0.001675978,0.006480447,0,0,0.000223464,0.000335196,0,0,0.001005587,0.001564246,0.001005587,0.000111732,0,0,0.005586592,0.005698324,0.004134078,0.000111732,0.000335196,0.000111732,0.000111732,0,0.000111732,0,0,0,0,0.000335196,0,0,0,0,0.000446927,0.000446927,0.000670391,0.000111732,0.000223464,0
ASV_33,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,0.000111732,0.002011173,0,0.001564246,0.001452514,0.002234637,0,0.000446927,0,0.002122905,0.003687151,0.002011173,0,0,0,0.000670391,0.000782123,0.000335196,0.007374302,0.029162011,0.001899441,0.007150838,0.011955307,0.033631285,0.000223464,0.007932961,0.005921788,0.011955307,0.013519553,0.046592179,0.000446927,0.000223464,0,0.008044693,0.006815642,0.024692737,0,0.001117318,0.000335196,0.004581006,0.002793296,0.004804469,0,0,0.000111732,0.00547486,0.006480447,0.006815642,0,0,0,0.002011173,0.002011173,0.002569832,0.000111732,0,0,0.000782123,0.000446927,0.000893855,0.000558659,0.000111732,0.000335196,0.000558659,0.000670391,0.00122905,0,0,0,0.000223464,0.000335196,0.000223464
ASV_34,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0.001675978,0,0,0.001899441,0.000111732,0.000223464,0.002011173,0.000670391,0.001564246,0.001005587,0.001005587,0.002234637,0.007150838,0.007932961,0.008044693,0.006256983,0.006256983,0.006480447,0.002234637,0.001005587,0.001675978,0.000111732,0.000670391,0.000111732,0.001117318,0.000670391,0.000558659,0.000335196,0.000223464,0.000558659,0.008044693,0.008156425,0.006256983,0.004357542,0.002569832,0.004469274,0.007709497,0.008379888,0.003351955,0.000223464,0,0,0.000335196,0.000893855,0.000782123,0,0.000111732,0,0.004916201,0.003463687,0.007150838,0.001005587,0.000223464,0.000111732,0.007932961,0.002458101,0.003575419,0.000111732,0,0,0.001564246,0.000335196,0.001340782,0.000335196,0.000111732,0.000223464,0.002346369,0.004469274,0.002122905,0.001117318,0.00122905,0.001675978
ASV_35,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,0.001564246,0.003128492,0,0.002793296,0.001899441,0.001452514,0.001899441,0.002458101,0.002011173,0.002681564,0.002122905,0.003575419,0.005698324,0.00424581,0.003463687,0.007597765,0.006256983,0.006145251,0.002346369,0.000782123,0.004916201,0.000670391,0.000670391,0.000558659,0.001787709,0.000893855,0.002011173,0.000558659,0.000670391,0.000446927,0.007709497,0.006145251,0.008379888,0.002458101,0.001005587,0.002681564,0.002011173,0.000335196,0.004581006,0,0,0.000223464,0.002122905,0.00122905,0.000223464,0,0,0,0.001675978,0.004022346,0.002346369,0.000223464,0.000558659,0.000446927,0.005139665,0.00424581,0.001340782,0.000223464,0,0,0.003128492,0.004134078,0.001452514,0.000558659,0.000782123,0.000223464,0.004692737,0.006368715,0.00726257,0.001452514,0.002905028,0.002011173
ASV_36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,NA,0,0,0.000111732,0.001899441,0.001675978,0.002569832,0,0,0,0.000670391,0.002011173,0.000782123,0.000111732,0,0,0.000111732,0.000111732,0,0.002346369,0.000670391,0,0.008379888,0.00972067,0.012067039,0,0.000335196,0.000446927,0.011396648,0.013854749,0.014860335,0,0,0,0.005363128,0.007039106,0.005921788,0.000558659,0.000111732,0.004581006,0.00424581,0.003798883,0.005810056,0,0.000558659,0.000223464,0.007150838,0.006368715,0.005363128,0.000111732,0,0.000111732,0.002234637,0.002122905,0.002569832,0.000111732,0,0,0.01396648,0.012513966,0.011731844,0.000223464,0.000223464,0.000223464,0.014078212,0.015977654,0.014636872,0,0,0,0.003463687,0.003240223,0.003910615
ASV_37,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,0.000558659,0.000670391,0,0.000335196,0.000111732,0.000335196,0.001452514,0.001340782,0.001117318,0.001340782,0.000782123,0.001564246,0.007486034,0.008268156,0.008938547,0.006592179,0.005921788,0.005139665,0.001899441,0.00122905,0.000446927,0,0.000223464,0,0.000558659,0.000670391,0.000223464,0.000446927,0.000223464,0.000335196,0.00726257,0.005698324,0.00603352,0.002681564,0.001564246,0.004022346,0.000782123,0.000558659,0.000782123,0,0,0,0.000893855,0.001452514,0.000893855,0.000111732,0,0,0.005139665,0.007150838,0.00603352,0.000446927,0.000670391,0.000111732,0.000335196,0.001787709,0.005363128,0,0,0,0.000558659,0.000558659,0.000446927,0.000111732,0.000111732,0.000111732,0.002905028,0.004916201,0.002681564,0.001117318,0.00122905,0.001340782
ASV_38,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,caribbeanicus,0,0,0,0.002011173,0.003687151,0.00424581,0.000111732,0.000111732,0,0.002122905,0.002011173,0.001452514,0,0,0,0.000335196,0.001117318,0.000893855,0.00301676,0.016201117,0.000111732,0.012513966,0.008938547,0.007486034,0,0.001899441,0.000335196,0.003240223,0.007486034,0.002234637,0.000111732,0.000335196,0,0.006815642,0.012290503,0.002234637,0,0.000111732,0.001675978,0.028715084,0.022905028,0.013184358,0,0,0,0.011620112,0.013184358,0.007374302,0,0,0.000111732,0.006480447,0.005251397,0.007486034,0.000111732,0,0,0.004022346,0.006368715,0.003463687,0,0,0,0.007039106,0.00726257,0.004804469,0,0,0,0.003463687,0.002905028,0.002234637
ASV_39,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA,0.00122905,0.002346369,0,0.001899441,0.000558659,0.000782123,0.013184358,0.010726257,0.006145251,0.005363128,0.003687151,0.005251397,0.00301676,0.002793296,0.005027933,0.004134078,0.002346369,0.003575419,0.000223464,0.000670391,0.003463687,0,0.000111732,0,0.008044693,0.004469274,0.002569832,0.000782123,0.000446927,0.00122905,0.001340782,0.000893855,0.00301676,0.000670391,0.000558659,0.001452514,0.003128492,0.000335196,0,0,0.000111732,0.000223464,0.008156425,0.010502793,0.008938547,0,0.000223464,0.000335196,0.003351955,0.002569832,0.004134078,0.000223464,0.000446927,0.000111732,0,0.006145251,0.001787709,0,0,0,0.004916201,0.009162011,0.005251397,0.000223464,0.000670391,0.000335196,0.003687151,0.001564246,0.002458101,0.000670391,0.000223464,0.000893855
ASV_40,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,NA,0.005363128,0.012178771,0,0.002681564,0.000893855,0.001899441,0.002458101,0.003910615,0.003351955,0.002234637,0.002011173,0.001452514,0.000782123,0.000223464,0.000893855,0.001005587,0.000782123,0.000670391,0.002346369,0.000893855,0.003798883,0.001005587,0.000670391,0.000335196,0.005139665,0.003128492,0.005139665,0.000335196,0.001005587,0.000782123,0.000446927,0.000670391,0.000111732,0.000893855,0.001117318,0.000893855,0.02849162,0.039441341,0.03027933,0.000670391,0.000335196,0.001564246,0.01575419,0.014972067,0.010055866,0.000223464,0,0.000111732,0.003687151,0.001564246,0.002011173,0.000111732,0,0.000670391,0.000782123,0,0,0,0,0,0.000111732,0,0.000111732,0.000223464,0,0,0,0,0,0,0,0
ASV_42,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA,0.000558659,0.001675978,0,0.004916201,0.004916201,0.003687151,0,0.000111732,0.000111732,0.001452514,0.001564246,0.001340782,0,0,0.000111732,0.000670391,0.001005587,0.000223464,0.004692737,0.011173184,0.000558659,0.017653631,0.015977654,0.020893855,0.000335196,0.000223464,0.000446927,0.018435754,0.013519553,0.015083799,0.000111732,0.000111732,0,0.004692737,0.009273743,0.003575419,0.003463687,0,0.000335196,0.008826816,0.010949721,0.013519553,0.000111732,0.000335196,0,0.01027933,0.011396648,0.010167598,0,0.000111732,0,0.004134078,0.006480447,0.004469274,0.000335196,0,0,0.001452514,0.001117318,0.003463687,0.000335196,0.000111732,0.000111732,0.002234637,0.001899441,0.002234637,0,0,0,0.000558659,0.000111732,0.000670391
ASV_43,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000446927,0.000111732,0,0.000223464,0.000670391,0.000446927,0,0,0,0.000223464,0.000782123,0.000782123,0.000111732,0,0,0.000893855,0,0.000558659,0,0.000335196,0,0.004581006,0.002569832,0.005139665,0.000111732,0,0.000223464,0.006368715,0.010055866,0.005921788,0,0,0,0.006927374,0.007374302,0.007709497,0.000111732,0,0,0.006480447,0.006145251,0.00726257,0,0,0.000111732,0.011843575,0.011173184,0.012625698,0,0,0,0.010726257,0.013519553,0.01575419
ASV_44,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Umboniibacter,NA,0.000335196,0,0.005139665,0.004357542,0.003128492,0.002458101,0.000223464,0.000335196,0,0.002011173,0.001675978,0.000446927,0.000111732,0,0,0.000670391,0.001675978,0.000893855,0.003575419,0.005139665,0.000558659,0.016536313,0.008715084,0.008603352,0.000223464,0.000111732,0.001452514,0.007486034,0.00547486,0.003575419,0.000111732,0,0,0.005698324,0.008603352,0.003463687,0.000111732,0.001005587,0,0.004581006,0.004804469,0.006256983,0,0.000446927,0,0.00301676,0.003687151,0.003128492,0,0.000111732,0,0.002793296,0.004357542,0.003463687,0.000111732,0,0,0.008826816,0.00301676,0.008938547,0,0,0.000223464,0.007039106,0.007597765,0.006927374,0,0,0.000111732,0.00424581,0.004022346,0.010391061
ASV_45,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0.001564246,0,0.000335196,0.000446927,0.000335196,0.001340782,0.001340782,0.000670391,0.00122905,0.001005587,0.001452514,0.003128492,0.004357542,0.004134078,0.003240223,0.002458101,0.003687151,0.000670391,0.000111732,0.000111732,0,0.000446927,0.000223464,0.000782123,0.000446927,0.001117318,0.000335196,0.000223464,0.000335196,0.003575419,0.00301676,0.002346369,0.002011173,0.001117318,0.002011173,0,0.001340782,0.000111732,0.000223464,0,0,0.000670391,0.002011173,0.000446927,0.000111732,0,0.000223464,0.003687151,0.00424581,0.005921788,0.000558659,0.000446927,0.000111732,0.000558659,0.000223464,0,0,0.000111732,0.000335196,0.004134078,0.003240223,0.003463687,0.000558659,0.000446927,0.000335196,0.007821229,0.008938547,0.008044693,0.001787709,0.003240223,0.002234637
ASV_46,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,0,0,0.002234637,0,0.000111732,0.000335196,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0,0.001452514,0,0.001117318,0.000558659,0.002011173,0.001005587,0.000223464,0,0,0.002681564,0.002793296,0.001675978,0,0.000223464,0,0.000893855,0.000670391,0.000893855,0.000446927,0,0,0.00726257,0.006703911,0.009162011,0.000223464,0,0,0.011843575,0.010055866,0.010949721,0,0,0,0.011173184,0.011396648,0.009385475,0.000111732,0,0,0.004581006,0.004469274,0.006145251,0,0.000111732,0,0.006256983,0.007709497,0.007039106,0,0,0,0.004804469,0.006256983,0.008268156
ASV_47,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA,0.004357542,0,0,0.007932961,0.007374302,0.006927374,0.001899441,0.000893855,0.002681564,0.00424581,0.005251397,0.001899441,0.000111732,0,0.000111732,0.000670391,0.001340782,0.001675978,0.007486034,0.016871508,0.001564246,0.025698324,0.006703911,0.004134078,0.001340782,0.00122905,0.004134078,0.012290503,0.007597765,0.003351955,0.000111732,0,0,0.004581006,0.00726257,0.000558659,0.002681564,0.006368715,0.011731844,0.001452514,0.001340782,0.00122905,0.004804469,0.004581006,0.00424581,0.002569832,0.000558659,0.000893855,0.000111732,0.000111732,0.000335196,0.000335196,0.000223464,0.000558659,0.004022346,0.000446927,0.00547486,0.001340782,0.002569832,0.00122905,0.006145251,0.002122905,0.00424581,0.002793296,0.002011173,0.001340782,0,0.000111732,0.000111732,0.000446927,0.001340782,0.000446927
ASV_48,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA,0,0,0,0.000670391,0.00122905,0.00122905,0,0,0.000558659,0.000782123,0.001117318,0.000670391,0,0.000223464,0,0.000223464,0.000223464,0.000670391,0.003240223,0.003910615,0.001005587,0.008156425,0.006368715,0.00726257,0.000223464,0.000223464,0.000335196,0.005139665,0.005586592,0.005363128,0.000223464,0,0,0.005586592,0.006256983,0.004469274,0.000446927,0.001340782,0.000893855,0.006145251,0.006703911,0.00603352,0.000446927,0.000223464,0,0.004134078,0.004692737,0.005698324,0,0,0,0.004916201,0.004581006,0.005363128,0.002905028,0.000335196,0.001564246,0.007150838,0.00301676,0.00726257,0.000223464,0.000111732,0.000335196,0.003910615,0.006927374,0.00424581,0,0,0,0.004469274,0.005139665,0.007932961
ASV_49,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA,0.001005587,0.001899441,0,0,0,0.000782123,0.005027933,0.003351955,0.002122905,0.001452514,0.001899441,0.002458101,0.005698324,0.005921788,0.004692737,0.005921788,0.005027933,0.004804469,0.00122905,0.000670391,0.001117318,0.000111732,0.000223464,0,0.003575419,0.004581006,0.000782123,0.000446927,0.000558659,0.000446927,0.004581006,0.00547486,0.00547486,0.002681564,0.001452514,0.002458101,0,0,0,0,0,0.000223464,0.004022346,0.002569832,0.001340782,0,0.000111732,0.000223464,0.006480447,0.003798883,0.003910615,0.000223464,0.000223464,0.000335196,0,0,0,0,0,0,0.000223464,0.001005587,0.000782123,0,0,0.000111732,0.000558659,0.000446927,0.000558659,0,0.000446927,0.000335196
ASV_50,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA,0.007486034,0.00424581,0,0.00301676,0.002905028,0.006592179,0.011284916,0.014860335,0.008044693,0.005586592,0.009944134,0.008603352,0.001675978,0.002122905,0.001675978,0.001564246,0.001675978,0.002569832,0.001452514,0.001340782,0.002234637,0.001899441,0.001675978,0.001117318,0.013631285,0.009497207,0.005698324,0.001899441,0.001564246,0.002569832,0.001005587,0.001340782,0.001340782,0.001452514,0.00122905,0.000782123,0.004581006,0.002569832,0.003463687,0.000223464,0.000111732,0.000111732,0.005139665,0.006145251,0.002681564,0.000446927,0.000111732,0.000111732,0.00122905,0.000446927,0.000670391,0.000111732,0.000111732,0,0,0,0.001675978,0.000111732,0.000223464,0,0.001117318,0.001675978,0.000893855,0.000111732,0.000223464,0.000335196,0.000558659,0.000223464,0.000223464,0.000111732,0,0.000111732
ASV_51,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,0,0.002569832,0,0.001117318,0.002011173,0.001452514,0.000111732,0,0,0.001340782,0.001117318,0.000893855,0,0,0,0.000111732,0.000111732,0.000446927,0.005363128,0.044581006,0.00122905,0.010614525,0.018324022,0.023351955,0,0.003687151,0.000223464,0.013519553,0.012067039,0.013743017,0.000223464,0.000223464,0.000111732,0.008044693,0.008268156,0.007821229,0,0,0,0.004804469,0.004134078,0.006592179,0,0.000111732,0,0.005139665,0.003351955,0.003687151,0,0,0,0.001340782,0.001564246,0.002122905,0,0,0,0.000223464,0.000111732,0.000335196,0,0,0,0.000558659,0.000558659,0.000446927,0,0,0,0.000111732,0.000223464,0.000446927
ASV_52,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,0.002793296,0.000893855,0,0.001005587,0.000111732,0.000893855,0.001452514,0.000446927,0.000782123,0.000558659,0.000893855,0.002346369,0.004916201,0.004357542,0.005698324,0.005810056,0.004916201,0.003798883,0.002458101,0.000446927,0.001117318,0.000223464,0.000335196,0.000111732,0.000446927,0.000223464,0.002346369,0.000335196,0,0.000111732,0.005810056,0.004581006,0.004692737,0.002011173,0.001675978,0.003575419,0.008156425,0.000446927,0.007597765,0.000223464,0,0,0.000893855,0.002122905,0.000223464,0,0.000111732,0,0.001452514,0.001564246,0.001787709,0.000335196,0.000111732,0.000111732,0.00726257,0.004916201,0.010614525,0,0,0,0.000670391,0.000335196,0,0.000111732,0.000111732,0,0.000223464,0.000446927,0,0.000670391,0.000558659,0.000223464
ASV_53,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,marinus,0.000893855,0.003575419,0,0.001117318,0.000893855,0.000782123,0.007374302,0.007597765,0.005027933,0.002458101,0.002122905,0.001564246,0.001340782,0.001005587,0.001675978,0.002011173,0.001564246,0.001675978,0.000893855,0.000670391,0,0.000335196,0.000446927,0.000335196,0.005139665,0.004022346,0.003463687,0.000335196,0.001117318,0.000558659,0.002122905,0.000782123,0.001340782,0.000446927,0.000335196,0.000223464,0.000335196,0,0.000223464,0.000111732,0.000335196,0.000558659,0.004022346,0.005921788,0.001787709,0.000223464,0.000335196,0,0.002234637,0.000223464,0.002011173,0,0,0.000111732,0.00122905,0.003128492,0.002905028,0,0.000111732,0.000111732,0.01027933,0.015083799,0.01575419,0.000782123,0.000446927,0.001005587,0.001787709,0.003240223,0.002234637,0.001452514,0.001675978,0.002122905
ASV_54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,oligocarboniphilum,0.009832402,0.003575419,0.085251397,0.004581006,0.000223464,0.000223464,0.001117318,0.000223464,0.000558659,0.000111732,0,0,0,0,0,0,0,0,0.001005587,0.000558659,0.000446927,0,0,0,0.000670391,0.000223464,0.001675978,0,0,0,0,0,0,0,0,0,0.004469274,0.00603352,0.001675978,0,0,0,0.000670391,0.000111732,0.002346369,0,0,0,0,0,0,0,0,0,0.012960894,0.009497207,0.027821229,0,0,0.000111732,0.000670391,0.000111732,0.001005587,0,0.000111732,0,0.000558659,0.000223464,0.000111732,0,0,0.000446927
ASV_55,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0,0,0,0,0.000111732,0.000335196,0.002011173,0.000893855,0.001117318,0.001005587,0.000893855,0.002458101,0.002905028,0.004357542,0.003351955,0.002569832,0.004022346,0.005139665,0.001340782,0.000446927,0.001675978,0.000335196,0.000223464,0.000111732,0.000223464,0.001340782,0.000335196,0.000558659,0.000111732,0.000223464,0.002905028,0.004581006,0.005363128,0.000782123,0.000782123,0.000782123,0,0.000335196,0,0,0,0,0.001005587,0.002793296,0.000335196,0,0,0.000111732,0.007374302,0.00849162,0.002905028,0.000111732,0.000335196,0.000223464,0,0,0.000446927,0,0,0.000111732,0.00122905,0.001787709,0.000782123,0.000223464,0,0.000111732,0.002569832,0.003687151,0.004022346,0.000782123,0.001452514,0.00122905
ASV_56,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0.000446927,0,0.000335196,0.000558659,0.000446927,0.000223464,0.000558659,0.001340782,0.001117318,0.003351955,0.004357542,0.004581006,0.002458101,0.002458101,0.002346369,0.001340782,0.000223464,0.000335196,0.000111732,0.000335196,0.000111732,0.000782123,0.000446927,0.000111732,0.000223464,0.000223464,0,0.003463687,0.002905028,0.00301676,0.001117318,0.000670391,0.001564246,0.000558659,0.000111732,0.000111732,0,0,0.000111732,0.000782123,0.000558659,0.000446927,0,0.000111732,0,0.003687151,0.003687151,0.006256983,0.000446927,0.000670391,0,0.002346369,0.001117318,0.004134078,0,0,0,0.002122905,0.002905028,0.004022346,0.000111732,0.000335196,0,0.005251397,0.006592179,0.005698324,0.001452514,0.002122905,0.001340782
ASV_57,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA,0,0.004022346,0,0.005586592,0.007486034,0.008379888,0.006368715,0.009385475,0.008268156,0.011284916,0.012067039,0.010949721,0.001340782,0.001675978,0.001340782,0.002905028,0.001787709,0.001787709,0.002905028,0.001899441,0.007150838,0.002122905,0.002905028,0.002793296,0.011620112,0.008379888,0.004357542,0.003910615,0.00547486,0.005139665,0.001787709,0.001340782,0.001452514,0.000558659,0.002011173,0.001564246,0.002569832,0.002346369,0.003687151,0.000558659,0.000111732,0.000670391,0.002458101,0.003240223,0.003240223,0.000446927,0.000446927,0.000446927,0.001117318,0.000558659,0.000335196,0.000111732,0,0,0.001452514,0.002122905,0.002458101,0,0.000446927,0.000335196,0.000893855,0.000223464,0.000446927,0.000335196,0.000111732,0.000223464,0.000223464,0.000111732,0.000223464,0.000111732,0.000111732,0.000111732
