,Kingdom,Phylum,Class,Order,Family,Genus,Species,,KOK17031_Con_20um_A,KOK17031_Con_20um_B,KOK17031_Con_20um_C,KOK17031_Part_20um_A,KOK17031_Part_20um_B,KOK17031_Part_20um_C,KOK17031_Con_2um_A,KOK17031_Con_2um_B,KOK17031_Con_2um_C,KOK17031_Part_2um_A,KOK17031_Part_2um_B,KOK17031_Part_2um_C,KOK17031_Con_0point2um_A,KOK17031_Con_0point2um_B,KOK17031_Con_0point2um_C,KOK17031_Part_0point2um_A,KOK17031_Part_0point2um_B,KOK17031_Part_0point2um_C,KOK17032_Con_20um_A,KOK17032_Con_20um_B,KOK17032_Con_20um_C,KOK17032_Part_20um_A,KOK17032_Part_20um_B,KOK17032_Part_20um_C,KOK17032_Con_2um_A,KOK17032_Con_2um_B,KOK17032_Con_2um_C,KOK17032_Part_2um_A,KOK17032_Part_2um_B,KOK17032_Part_2um_C,KOK17032_Con_0point2um_A,KOK17032_Con_0point2um_B,KOK17032_Con_0point2um_C,KOK17032_Part_0point2um_A,KOK17032_Part_0point2um_B,KOK17032_Part_0point2um_C,HOT291_Con_20um_A,HOT291_Con_20um_B,HOT291_Con_20um_C,HOT291_Part_20um_A,HOT291_Part_20um_B,HOT291_Part_20um_C,HOT291_Con_2um_A,HOT291_Con_2um_B,HOT291_Con_2um_C,HOT291_Part_2um_A,HOT291_Part_2um_B,HOT291_Part_2um_C,HOT291_Con_0point2um_A,HOT291_Con_0point2um_B,HOT291_Con_0point2um_C,HOT291_Part_0point2um_A,HOT291_Part_0point2um_B,HOT291_Part_0point2um_C,HOT292_Con_20um_A,HOT292_Con_20um_B,HOT292_Con_20um_C,HOT292_Part_20um_A,HOT292_Part_20um_B,HOT292_Part_20um_C,HOT292_Con_2um_A,HOT292_Con_2um_B,HOT292_Con_2um_C,HOT292_Part_2um_A,HOT292_Part_2um_B,HOT292_Part_2um_C,HOT292_Con_0point2um_A,HOT292_Con_0point2um_B,HOT292_Con_0point2um_C,HOT292_Part_0point2um_A,HOT292_Part_0point2um_B,HOT292_Part_0point2um_C
ASV_57,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA,ASV_57,2,188,0,50,77,97,306,353,266,145,161,241,127,79,85,182,105,66,28,41,184,60,51,57,420,371,67,71,100,118,128,125,153,57,54,94,107,44,114,10,2,7,90,110,50,11,17,21,63,21,21,12,7,6,28,45,128,4,7,10,32,16,14,10,9,9,5,12,10,4,5,6
ASV_58,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,marinus,ASV_58,67,294,49,5,5,7,33,32,14,32,22,37,40,26,36,344,190,125,14,9,33,10,6,4,19,34,5,14,18,16,59,61,80,99,38,159,1273,473,634,3,0,1,44,59,36,5,3,7,54,25,46,18,21,15,171,191,224,4,7,9,9,5,13,15,16,23,1,0,1,97,86,116
ASV_59,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA,ASV_59,76,183,0,92,75,105,492,340,392,130,158,232,123,62,74,117,61,45,38,89,164,102,58,73,403,331,224,89,98,96,118,95,102,58,79,41,99,0,205,4,5,5,60,71,13,8,13,9,20,8,11,0,4,3,1,33,0,3,11,18,20,27,5,6,22,19,4,1,1,6,1,9
ASV_60,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_60,6,0,306,2,0,3,144,86,66,19,26,44,357,227,109,345,141,134,42,10,20,0,6,0,33,68,33,6,4,14,455,493,658,117,33,236,0,87,1,2,0,0,22,70,44,2,1,3,561,352,152,5,8,12,0,1,0,0,0,1,8,11,5,2,1,1,20,29,36,12,12,5
ASV_61,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA,ASV_61,0,3,0,1,2,8,5,0,0,2,2,0,1,0,1,1,0,1,0,1,1,37,44,29,0,2,0,19,21,43,1,1,0,20,37,37,20,1,3,155,90,201,3,2,0,275,382,490,1,0,1,176,157,225,2,1,0,592,353,710,1,1,0,298,347,371,0,0,1,165,152,179
ASV_62,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_62,10,124,1,4,1,1,48,29,3,8,14,22,260,174,166,233,114,82,10,4,2,0,6,1,29,24,24,2,1,3,162,191,272,42,15,100,1,0,51,0,0,2,34,42,21,1,0,0,489,289,342,17,17,10,18,4,0,1,1,0,86,116,62,6,5,10,625,351,658,73,81,67
ASV_63,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_63,0,137,0,0,0,0,121,53,122,8,11,14,2,2,0,1,1,0,4,7,30,0,0,2,40,122,55,0,4,5,2,1,0,0,4,0,87,32,117,0,0,2,197,399,229,3,3,10,5,5,2,1,0,0,7,408,180,15,9,10,1463,600,870,34,43,37,7,0,26,6,4,3
ASV_64,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_64,14,54,0,1,1,3,175,141,174,11,7,13,3,5,4,9,2,3,2,4,20,4,3,3,122,121,43,2,9,8,5,3,4,0,6,4,65,27,149,3,1,5,235,221,64,5,4,3,16,5,13,1,0,0,6,7,100,15,6,9,1585,793,983,37,49,31,9,3,11,7,15,16
ASV_65,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA,ASV_65,15,1,0,7,18,26,518,399,352,63,49,124,267,188,226,212,108,74,8,3,19,7,12,6,217,243,26,13,14,23,145,135,163,47,16,85,126,41,2,3,0,3,179,318,79,5,5,3,155,77,111,3,8,1,0,25,0,0,1,1,85,170,42,9,6,9,54,16,45,6,7,5
ASV_66,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_66,0,0,0,5,3,9,25,31,10,14,8,30,216,206,172,223,106,90,15,26,26,3,2,0,4,25,0,4,2,6,246,216,336,46,36,126,0,14,0,1,0,1,22,26,20,0,1,0,497,338,270,16,22,13,21,0,1,1,0,0,25,100,21,4,6,5,585,342,438,84,113,145
ASV_67,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,coralli,ASV_67,0,1,0,10,15,14,1,1,1,7,13,12,2,0,2,14,10,10,32,168,4,160,179,216,5,11,2,202,247,310,7,11,0,148,160,377,1,0,0,81,48,105,3,0,0,191,192,233,0,0,1,186,180,169,2,0,0,216,202,242,0,0,2,125,177,156,2,0,0,159,106,249
ASV_68,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA,ASV_68,0,1,0,3,2,4,22,25,5,2,5,11,128,4,88,89,36,24,1,1,7,0,3,2,15,18,3,1,0,3,83,75,112,29,14,52,26,5,48,0,0,1,80,143,29,2,4,1,412,310,271,21,31,16,25,102,114,2,3,4,185,377,133,10,19,13,689,445,594,129,139,98
ASV_69,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA,ASV_69,62,3,1,13,4,15,393,360,181,70,54,95,382,280,271,281,147,84,33,34,180,15,19,7,349,306,79,23,24,32,300,322,428,82,31,158,1,1,0,1,0,0,22,49,0,0,1,0,11,11,6,0,2,1,0,0,0,0,1,0,1,5,0,0,0,0,3,5,6,1,2,0
ASV_70,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,NA,ASV_70,22,0,0,6,6,21,2,3,1,6,8,6,1,1,1,4,2,3,26,12,19,138,112,150,5,8,1,139,110,178,9,1,0,108,133,90,0,26,0,124,124,171,5,6,0,202,232,295,0,1,2,232,216,199,27,60,0,111,121,538,5,4,7,189,172,186,3,0,0,120,138,380
ASV_71,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_71,0,0,0,9,1,1,114,122,76,36,21,49,372,283,259,390,160,126,15,5,42,1,8,4,30,73,14,6,7,10,330,381,501,41,22,189,1,1,0,1,0,0,19,64,6,2,0,1,345,208,151,18,11,12,0,35,0,1,0,0,1,83,10,1,2,4,155,109,179,29,41,26
ASV_72,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,12,1,0,1251,0,3,0,43,2951,2,0,7,2,0,5,35,9,4,0,0,1,205,0,28,16,0,252,7,201,4,12,7,20,0,0,7,0,2
ASV_73,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_73,1,0,0,1,4,3,117,120,38,27,18,57,299,15,220,261,145,107,11,10,12,3,4,1,38,72,23,9,7,9,197,220,300,47,13,137,0,11,59,0,0,0,74,100,23,2,1,4,535,392,225,21,17,16,4,10,1,0,1,0,21,109,29,5,8,5,225,196,283,42,58,62
ASV_74,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_74,1,0,0,4,54,5,147,123,124,50,52,65,94,65,57,79,44,37,7,13,41,12,28,8,138,291,36,42,18,41,99,73,130,22,28,53,0,0,1,3,0,7,172,308,31,15,9,12,236,148,137,13,12,6,9,96,106,3,13,2,94,661,112,49,33,57,129,143,189,30,50,42
ASV_75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,NA,ASV_75,8,0,0,84,87,122,0,2,2,50,58,88,1,1,0,26,90,26,14,141,28,306,115,137,28,37,45,110,70,91,2,1,7,119,190,31,72,46,1,62,48,57,8,16,11,76,74,76,0,0,1,61,73,65,100,0,83,226,364,193,36,47,21,192,250,220,2,0,5,97,95,125
ASV_76,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA,ASV_76,39,1,2,25,14,14,508,277,282,53,84,120,173,88,124,144,54,41,26,30,36,15,11,7,446,343,81,21,29,35,153,169,186,38,27,110,1,57,0,6,1,10,369,252,52,3,7,6,161,51,56,5,4,4,0,0,0,0,3,3,8,17,17,3,2,2,1,0,2,0,0,4
ASV_77,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_77,0,0,189,1,2,3,55,53,5,11,9,17,129,95,76,103,43,47,8,6,14,2,2,0,15,50,1,1,0,2,118,127,126,17,10,53,0,0,0,0,0,0,36,113,12,2,1,0,330,50,192,16,8,5,10,0,2,0,2,1,114,465,116,20,20,21,475,507,632,117,90,111
ASV_78,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,NA,NA,ASV_78,0,153,1,1,0,7,118,80,69,16,14,52,397,286,276,271,120,94,14,7,23,0,9,5,41,64,13,8,12,8,296,345,452,91,32,161,0,0,11,1,0,2,54,51,21,0,1,1,322,227,172,15,14,10,0,0,0,0,1,0,15,27,23,0,2,5,93,58,84,15,22,20
ASV_79,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_79,0,0,96,3,0,11,108,32,20,15,19,49,413,234,236,307,125,78,18,10,0,1,7,0,47,73,22,13,5,11,461,423,519,132,56,233,133,107,70,1,0,1,7,39,1,1,1,1,201,109,142,9,9,2,14,66,0,0,0,1,3,6,2,2,3,1,18,11,20,16,11,15
ASV_80,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,ASV_80,87,230,0,5,11,7,354,245,274,49,46,98,177,100,126,123,77,43,35,25,94,10,10,9,184,251,70,16,21,27,143,143,170,37,29,89,241,109,125,1,2,2,147,191,30,4,3,4,157,60,76,8,5,7,1,0,0,0,0,4,37,64,24,1,3,1,14,10,28,7,3,7
ASV_81,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_81,0,110,0,2,0,2,52,8,10,15,11,27,224,151,123,205,85,86,25,1,29,2,7,1,22,35,0,3,3,6,221,272,411,63,21,143,0,1,27,1,0,0,14,47,6,0,1,1,455,283,192,14,7,7,4,0,1,0,0,3,31,85,22,11,4,7,331,213,319,69,77,64
ASV_82,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,NA,ASV_82,32,187,494,13,6,14,404,374,365,50,70,86,113,82,83,74,44,29,12,32,89,11,12,10,429,421,77,24,32,41,131,118,159,37,31,76,35,0,1,2,0,5,143,81,25,2,3,2,30,21,12,2,3,0,0,0,0,1,0,1,5,13,5,0,0,2,5,0,2,0,0,0
ASV_83,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA,ASV_83,7,69,192,17,27,41,702,386,557,72,99,171,110,67,115,106,53,37,24,24,26,53,33,25,439,315,147,49,58,47,98,65,117,18,32,52,0,1,34,1,1,1,30,26,14,0,6,0,3,4,5,0,1,0,0,1,0,0,2,0,41,6,3,3,3,2,0,0,0,0,3,2
ASV_84,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA,ASV_84,0,0,0,3,1,5,7,8,3,3,3,11,236,166,172,187,70,46,4,0,10,1,7,1,2,16,5,0,0,3,161,130,192,37,18,66,0,0,0,1,0,0,23,31,0,1,2,1,235,199,162,7,7,5,23,1,95,0,0,3,38,123,36,9,9,8,659,425,517,99,151,133
ASV_85,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA,ASV_85,2,71,0,5,2,4,190,77,62,26,14,46,402,231,276,279,122,74,16,6,35,1,6,2,88,119,12,7,1,9,403,406,438,103,33,179,0,3,0,1,0,0,36,25,31,2,1,0,226,114,132,5,10,7,0,0,0,1,0,0,4,4,1,0,1,1,12,9,7,2,8,1
ASV_86,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV_86,1,1,0,10,17,9,0,0,0,7,8,20,1,0,0,22,15,11,29,295,17,34,57,52,0,8,0,53,49,54,9,17,0,102,84,147,0,0,0,53,28,74,0,0,0,116,100,118,0,0,0,227,195,226,1,14,0,203,185,232,0,0,1,146,182,172,2,1,1,362,313,275
ASV_87,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA,ASV_87,0,1,84,0,0,1,12,2,0,2,2,7,55,53,53,40,15,14,0,0,7,1,0,2,0,4,0,0,1,0,45,55,43,10,10,27,0,0,2,0,0,0,27,25,8,2,1,1,336,284,193,11,12,7,11,27,0,0,0,0,66,112,42,7,8,10,724,574,729,133,209,221
ASV_88,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV_88,0,0,0,11,5,9,6,10,1,21,24,23,0,0,0,26,4,9,31,215,27,48,80,237,10,85,31,75,86,455,10,2,1,122,71,619,6,7,2,106,52,133,10,16,0,242,285,413,1,0,1,124,127,119,10,0,0,31,36,87,4,2,6,28,33,51,1,0,1,7,16,15
ASV_89,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_89,0,32,1,9,3,12,16,24,6,12,7,24,318,229,203,259,122,91,8,0,6,2,4,0,27,34,9,4,4,5,288,255,319,74,36,147,208,50,40,4,1,0,12,15,2,0,2,2,211,100,192,12,3,4,11,56,61,0,1,1,11,20,11,0,4,9,213,127,183,50,58,49
ASV_90,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,denitrificans,ASV_90,0,0,0,0,2,3,0,0,6,0,0,0,0,0,1,0,3,0,3,0,11,7,24,17,0,0,0,11,21,20,2,0,0,18,14,41,0,0,0,68,47,111,2,3,0,207,282,263,1,1,0,432,373,302,3,0,0,135,120,200,0,1,0,208,177,211,1,1,0,237,279,424
ASV_91,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_91,71,0,0,61,83,81,29,12,69,33,53,48,0,1,1,5,6,2,58,0,17,39,57,62,32,5,17,33,35,52,1,0,1,17,1,15,93,17,344,9,3,16,70,69,30,20,31,43,0,1,2,3,3,2,1,0,167,512,322,503,30,24,10,261,303,276,0,0,1,31,31,47
ASV_92,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA,NA,ASV_92,1,0,0,4,6,20,353,354,224,61,40,94,184,137,153,219,101,50,5,35,38,12,14,8,215,360,31,27,22,39,209,226,285,60,25,138,69,0,0,3,1,2,60,145,2,2,4,1,78,30,54,3,2,4,0,0,0,1,1,0,2,14,12,2,1,2,1,7,4,0,0,6
ASV_93,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA,ASV_93,16,381,772,8,5,5,36,23,9,16,28,38,2,3,0,9,5,5,4,6,279,1,3,2,31,46,2,5,13,11,21,3,3,3,19,7,298,312,110,2,0,3,166,401,11,16,4,7,38,17,5,15,2,2,130,1,139,2,1,1,257,117,155,10,3,9,27,57,15,5,5,15
ASV_94,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,ASV_94,232,683,0,9,15,16,243,60,265,36,38,60,31,18,19,79,45,28,28,95,240,21,9,6,182,109,66,13,13,18,27,18,28,17,12,18,85,112,2,1,0,4,122,171,6,10,5,4,25,7,24,2,0,0,125,162,184,0,2,5,135,68,37,4,7,12,8,8,2,2,11,9
ASV_95,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_95,141,564,0,35,31,31,239,134,229,43,61,72,87,77,77,91,50,43,38,68,242,21,19,24,204,248,50,15,18,22,104,126,126,44,25,91,14,68,127,0,0,0,42,29,7,0,4,3,31,16,17,0,1,1,30,68,77,2,0,1,27,35,13,1,0,2,6,6,17,0,1,5
ASV_96,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_96,8,150,0,8,0,3,132,39,79,22,20,35,329,14,133,272,120,92,20,22,3,1,7,0,63,86,29,13,5,10,364,479,486,76,24,212,1,0,1,0,0,2,27,46,48,0,1,0,299,219,69,10,10,4,0,0,1,0,0,1,0,0,0,0,0,0,1,2,5,1,2,1
ASV_97,Bacteria,NB1-j,NA,NA,NA,NA,NA,ASV_97,36,407,0,10,7,8,297,171,139,35,36,55,223,114,134,158,70,54,33,48,53,6,9,11,343,377,76,17,12,28,251,205,253,60,26,126,0,1,33,1,0,0,15,20,12,0,0,1,10,15,9,0,0,1,1,40,0,0,0,0,2,0,1,1,0,1,4,4,4,2,0,0
ASV_98,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA,ASV_98,0,0,0,1,1,2,27,13,16,6,9,21,239,147,181,161,62,54,3,9,9,0,7,0,17,11,3,3,1,4,173,177,236,40,13,99,0,1,0,1,0,0,13,29,3,1,1,0,289,206,127,11,16,3,30,8,35,0,0,0,32,87,32,3,3,3,411,300,371,64,126,109
ASV_99,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,NA,ASV_99,34,182,0,11,21,32,374,240,289,36,58,86,155,59,84,83,37,40,14,36,32,10,18,17,238,338,74,29,26,48,111,92,104,37,22,62,105,0,100,1,0,2,80,100,59,3,7,5,57,28,42,7,4,2,0,71,118,2,2,1,36,23,16,0,0,4,13,10,15,1,4,5
ASV_100,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_100,0,0,0,1,0,4,19,11,14,6,6,23,193,139,93,142,64,54,7,5,32,1,5,0,10,19,7,0,3,4,120,163,190,44,9,72,38,0,0,0,0,0,25,40,26,1,0,1,401,249,269,19,15,16,0,25,0,0,0,1,62,105,59,5,1,2,370,259,425,42,53,60
ASV_101,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_101,0,1,0,0,10,0,73,0,0,13,17,13,0,0,0,3,0,0,0,0,0,3,0,0,0,47,0,0,3,16,0,0,0,0,0,0,614,0,0,3,2,5,1,3,0,6,5,8,1,0,0,2,0,0,0,1,2923,35,26,13,1,58,26,9,6,8,4,0,0,2,2,1
ASV_102,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA,ASV_102,0,0,117,8,4,8,159,55,38,24,11,33,228,239,159,188,112,72,10,6,10,1,3,0,35,42,7,3,5,2,188,173,177,58,26,83,64,0,0,0,0,0,59,83,21,3,1,2,360,65,353,22,21,12,0,0,0,0,1,0,34,97,27,5,3,12,102,82,111,41,23,58
ASV_103,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,ASV_103,16,0,0,2,0,3,56,43,14,4,10,23,196,177,177,128,51,44,5,2,16,4,7,1,10,31,3,3,4,6,214,207,239,14,20,107,0,1,2,1,0,2,35,91,6,2,0,1,354,225,200,15,18,9,0,0,0,1,1,2,24,82,25,1,2,2,332,221,277,53,47,54
ASV_104,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA,ASV_104,16,64,220,4,4,5,87,83,80,19,14,35,321,251,198,216,112,69,25,15,70,3,8,2,59,101,25,6,5,8,371,367,422,84,55,142,0,1,1,2,0,1,4,32,3,0,0,0,91,12,63,7,1,0,0,1,0,0,0,0,1,2,3,1,0,2,10,6,6,8,2,1
ASV_105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA,ASV_105,0,1,0,26,0,4,149,56,53,26,14,31,179,181,113,201,118,84,10,5,20,1,2,2,67,65,17,2,4,10,223,204,164,54,32,110,0,0,1,1,0,0,46,74,32,3,2,3,282,19,220,14,10,5,0,0,0,1,1,0,64,152,45,8,8,11,204,123,159,26,21,56
ASV_106,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_106,139,0,1,96,75,149,55,49,65,49,35,67,1,1,2,26,8,3,12,19,15,12,41,44,131,180,116,32,25,87,4,2,4,2,0,5,367,263,250,7,3,15,168,155,61,58,26,41,2,2,1,0,2,2,10,30,0,92,72,163,26,124,59,59,70,68,0,0,0,16,15,18
ASV_107,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV_107,1,0,0,11,8,23,0,0,1,6,9,13,2,0,2,9,8,5,33,3,43,56,46,62,3,1,0,72,50,90,2,2,0,83,187,107,2,9,0,79,77,108,3,5,0,266,245,323,0,1,0,294,313,236,1,0,1,89,37,176,9,2,0,83,96,101,1,0,0,98,83,98
ASV_108,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA,ASV_108,0,0,1,8,0,9,59,62,8,11,12,34,377,269,175,221,92,81,21,13,15,0,13,2,31,39,0,6,4,6,357,425,409,116,47,189,0,0,0,4,0,0,20,16,18,0,0,2,223,68,104,10,10,7,0,0,0,1,0,1,0,2,0,1,0,2,18,7,20,7,6,4
ASV_109,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_109,0,0,166,3,0,3,116,73,40,19,25,51,226,198,161,243,131,116,12,7,30,2,3,0,45,23,6,4,5,8,217,210,369,54,22,101,0,1,1,0,0,2,34,31,11,0,1,0,235,169,108,6,7,5,0,58,0,1,1,0,17,22,8,2,2,1,56,52,75,8,20,27
ASV_110,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA,ASV_110,7,0,0,10,2,10,230,160,64,45,21,59,266,245,219,299,132,105,25,4,15,2,4,1,124,131,28,8,12,20,290,270,247,79,34,114,0,0,0,0,0,2,40,37,1,0,0,0,69,10,74,4,6,5,0,0,0,0,0,0,7,13,1,2,1,0,25,10,20,4,1,6
ASV_111,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_111,0,0,0,1,1,4,64,26,5,12,6,24,215,174,141,188,114,62,9,4,14,1,1,0,12,36,5,3,4,5,161,217,291,56,15,99,0,0,0,0,0,1,6,16,3,0,0,0,275,194,176,8,6,5,0,0,1,0,0,0,32,42,25,4,4,4,234,146,272,40,26,32
ASV_112,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_112,0,92,0,4,1,1,53,51,14,5,9,21,256,139,180,147,58,52,2,9,20,0,8,3,23,17,15,2,4,8,189,207,284,49,23,83,0,0,0,1,0,0,20,30,3,0,0,0,173,118,75,7,8,2,6,1,28,1,1,2,41,50,29,3,4,4,292,152,227,51,60,77
ASV_113,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_113,0,0,0,5,1,5,69,71,61,18,14,45,275,142,176,203,99,95,7,10,16,1,3,0,46,32,12,3,1,6,245,220,328,58,12,139,16,0,2,0,0,0,19,35,29,0,2,1,306,217,127,11,6,13,0,0,0,0,1,0,9,23,13,2,1,2,61,39,75,10,20,26
ASV_114,Bacteria,Chloroflexi,NA,NA,NA,NA,NA,ASV_114,17,0,0,1,1,1,84,38,14,12,17,25,249,197,191,156,98,80,23,6,0,0,4,0,79,125,20,3,8,10,240,287,353,78,38,191,0,0,0,2,0,0,57,57,5,1,1,2,276,156,131,2,11,9,0,1,0,0,0,0,5,5,4,0,0,0,31,8,21,7,7,10
ASV_115,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_115,0,67,0,5,2,0,67,51,13,10,8,23,241,134,73,211,77,64,13,4,39,0,10,1,28,61,34,4,3,5,287,358,397,81,16,175,0,0,32,2,0,0,10,47,7,0,0,0,349,178,115,6,9,6,0,33,1,0,1,0,1,2,0,0,0,1,6,26,13,4,9,3
ASV_116,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_116,13,1,0,0,3,3,39,33,137,4,8,12,0,3,0,3,1,1,11,0,74,1,1,1,57,113,150,3,4,7,1,2,2,4,1,2,12,257,324,0,0,3,157,323,186,3,8,5,4,4,2,0,0,1,38,137,0,8,11,12,511,311,332,10,15,12,6,1,10,2,7,7
ASV_117,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA,ASV_117,0,1,0,45,14,14,15,1,1,9,12,17,5,1,1,8,9,2,21,25,21,243,191,172,0,5,0,176,146,201,7,1,0,100,181,70,0,52,0,70,77,83,0,0,6,99,132,151,0,0,0,64,79,81,0,0,0,85,49,251,0,0,0,48,86,72,0,0,0,44,21,146
ASV_118,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV_118,0,65,0,90,15,11,9,3,0,5,8,11,1,0,0,14,12,8,15,3,0,86,71,95,0,3,1,51,54,83,7,5,0,136,96,127,0,0,0,27,9,91,9,0,0,37,50,66,0,2,0,80,63,74,0,0,0,179,189,220,0,1,0,159,149,137,0,0,1,211,254,286
ASV_119,Bacteria,NB1-j,NA,NA,NA,NA,NA,ASV_119,170,689,64,4,3,4,167,69,144,10,5,10,13,12,6,10,3,7,41,59,307,2,4,7,162,196,69,5,9,9,13,7,14,7,3,8,287,102,265,0,0,3,152,122,66,3,0,2,11,7,7,1,0,0,0,9,0,2,0,2,4,3,2,1,2,1,1,0,0,0,1,0
